0:00:00,EURUSD,1.050570726,1.843642699
0:00:01,EURUSD,1.621575981,1.884227777
0:00:02,EURUSD,1.804748778,1.916684684
0:00:03,EURUSD,1.596762176,1.899026072
0:00:04,EURUSD,1.133656192,1.535618175
0:00:05,EURUSD,1.139866079,1.754480104
0:00:06,EURUSD,1.310212583,1.876591312
0:00:07,EURUSD,1.319049524,1.831315803
0:00:08,EURUSD,1.098999359,1.736306366
0:00:09,EURUSD,1.321258334,1.499194633
0:00:10,EURUSD,1.435222759,1.664358302
0:00:11,EURUSD,1.807671335,1.891057845
0:00:12,EURUSD,1.634535563,1.95328364
0:00:13,EURUSD,1.790532079,1.945609782
0:00:14,EURUSD,1.292456594,1.674496463
0:00:15,EURUSD,1.045646106,1.305251313
0:00:16,EURUSD,1.454583023,1.964147442
0:00:17,EURUSD,1.668216389,1.9849113
0:00:18,EURUSD,1.081193199,1.488180639
0:00:19,EURUSD,1.186208823,1.882665371
0:00:20,EURUSD,1.89504233,1.960906752
0:00:21,EURUSD,1.654992134,1.819262451
0:00:22,EURUSD,1.676693989,1.938583541
0:00:23,EURUSD,1.765990296,1.850363685
0:00:24,EURUSD,1.027483259,1.186207572
0:00:25,EURUSD,1.262426503,1.514101356
0:00:26,EURUSD,1.036920329,1.819079328
0:00:27,EURUSD,1.54683957,1.744403249
0:00:28,EURUSD,1.263616616,1.817004732
0:00:29,EURUSD,1.299689626,1.838689232
0:00:30,EURUSD,1.252362309,1.720204257
0:00:31,EURUSD,1.472815743,1.752443249
0:00:32,EURUSD,1.213826776,1.372106415
0:00:33,EURUSD,1.233378589,1.569222929
0:00:34,EURUSD,1.24224242,1.59516987
0:00:35,EURUSD,1.386990104,1.860619659
0:00:36,EURUSD,1.719646318,1.720885815
0:00:37,EURUSD,1.881800934,1.937081821
0:00:38,EURUSD,1.247524198,1.943334403
0:00:39,EURUSD,1.321221371,1.646023817
0:00:40,EURUSD,1.36908975,1.940687353
0:00:41,EURUSD,1.364193091,1.829766621
0:00:42,EURUSD,1.303704085,1.801361044
0:00:43,EURUSD,1.120170463,1.461459502
0:00:44,EURUSD,1.460260288,1.695238787
0:00:45,EURUSD,1.180817601,1.531359464
0:00:46,EURUSD,1.444256773,1.781438391
0:00:47,EURUSD,1.203181247,1.766600754
0:00:48,EURUSD,1.339612862,1.512048149
0:00:49,EURUSD,1.262801884,1.680935492
0:00:50,EURUSD,1.042406464,1.736686477
0:00:51,EURUSD,1.595986571,1.832230053
0:00:52,EURUSD,1.429190372,1.708506144
0:00:53,EURUSD,1.070758968,1.603317621
0:00:54,EURUSD,1.839589263,1.863778273
0:00:55,EURUSD,1.18382886,1.607740191
0:00:56,EURUSD,1.225327197,1.852406428
0:00:57,EURUSD,1.390708167,1.977990316
0:00:58,EURUSD,1.159661941,1.289993136
0:00:59,EURUSD,1.43965996,1.507427394
0:01:00,EURUSD,1.356048236,1.529819918
0:01:01,EURUSD,1.298253309,1.796024431
0:01:02,EURUSD,1.200490373,1.918935694
0:01:03,EURUSD,1.149073008,1.411835586
0:01:04,EURUSD,1.385452973,1.843832038
0:01:05,EURUSD,1.616429723,1.769196129
0:01:06,EURUSD,1.09895921,1.865295678
0:01:07,EURUSD,1.491635945,1.722490455
0:01:08,EURUSD,1.085716065,1.349476331
0:01:09,EURUSD,1.332500678,1.411908554
0:01:10,EURUSD,1.502811478,1.697499316
0:01:11,EURUSD,1.140902575,1.663497312
0:01:12,EURUSD,1.386082529,1.649374211
0:01:13,EURUSD,1.03432636,1.836748341
0:01:14,EURUSD,1.329870515,1.598606006
0:01:15,EURUSD,1.316192598,1.832809505
0:01:16,EURUSD,1.330115352,1.758487314
0:01:17,EURUSD,1.219810127,1.270965344
0:01:18,EURUSD,1.292283545,1.924838567
0:01:19,EURUSD,1.069068672,1.496599603
0:01:20,EURUSD,1.096532943,1.18683214
0:01:21,EURUSD,1.329500467,1.641238075
0:01:22,EURUSD,1.187139194,1.19742194
0:01:23,EURUSD,1.015636366,1.591188221
0:01:24,EURUSD,1.089648898,1.801263845
0:01:25,EURUSD,1.248840658,1.390004948
0:01:26,EURUSD,1.596428255,1.858972934
0:01:27,EURUSD,1.379512285,1.586367185
0:01:28,EURUSD,1.808564691,1.845655049
0:01:29,EURUSD,1.279613112,1.920154619
0:01:30,EURUSD,1.24512685,1.848246005
0:01:31,EURUSD,1.543313271,1.804768008
0:01:32,EURUSD,1.133534545,1.812601264
0:01:33,EURUSD,1.404989126,1.897762477
0:01:34,EURUSD,1.056578226,1.850888629
0:01:35,EURUSD,1.353876679,1.575880467
0:01:36,EURUSD,1.412700125,1.759928095
0:01:37,EURUSD,1.252110663,1.641463497
0:01:38,EURUSD,1.378605731,1.853715758
0:01:39,EURUSD,1.532038493,1.656025627
